ID;ALIMENTO;Energia Kcal;Carboidrato total;Prote�na;Lip�dios
C0112A;Lasanha, bolonhesa, congelada, Sadia, ;138;13,8;5,8;7
C0099N;Lasanha, cogumelos com ricota, light, caseira, (massa lasanha fresca, c/ cogumelo Paris e Shiitake, c/ ricota, c/ molho de tomate (tomate, c/ óleo, cebola e alho), c/ sal), ;64;6,06;2,88;3,48
C0087N;Lasanha, frango com ricota, light, caseira (massa lasanha fresca, c/ peito de frango, c/ ricota, c/ molho de tomate (tomate, c/ óleo, cebola e alho), c/ sal), (massa lasanha fresca, c/ peito de frango, c/ ricota, c/ molho de tomate (tomate, c/ óleo, cebola e alho), c/ sal), ;139;18,1;9,86;3,3
C0561A;Lasanha, frios, caseira, (massa lasanha, fresca, c/ queijo muçarela, presunto, c/ molho de tomate (tomate, c/ óleo, cebolha e alho), c/ sal), ;153;15,6;8,69;6,53
C0559A;Lasanha, frutos do mar, caseira, (massa lasanha fresca, frutos do mar - camarão, lula, mexilhão, c/ muçarela, c/ molho de tomate (tomate, c/ óleo, cebola e alho), c/ sal), ;168;17,7;10,4;6,5
C0576A;Lasanha, legumes, (massa com farinha trigo, c/ vegetais - cenoura, vagem, abobrinha, muçarela, c/ molho de tomate (tomate, c/ óleo, cebola e alho) c/ sal, ;94;16,6;3,14;1,99
C0109A;Lasanha, massa fresca, c/ ovos, industrializada, cozida, ;160;32,5;5,81;1,16
C0110A;Lasanha, massa fresca, c/ ovos, industrializada, crua, ;217;45,1;7,01;1,34
C0115A;Lasanha, mini, bolonhesa, congelada, Sadia, ;129;11,4;5,8;7
C0558A;Lasanha, peito de frango, caseira, (massa lasanha fresca, peito de frango, c/ muçarela, c/ molho de tomate (tomate, c/ óleo, cebola e alho), c/ sal), ;176;17,8;11,7;6,75
C0111A;Lasanha, pronta, industrializada (média diferentes sabores), ;132;13,7;5,77;6,39
C0798A;Lasanha, pronta, industrializada, congelada (média de diferentes sabores), ;134;13,3;5,77;6,75
C0076N;Lasanha, pronta, industrializada, light, ;99;13,5;6,81;2,23
C0113A;Lasanha, quatro queijos, congelada, Sadia, ;131;13,3;4,53;6,94
C0894A;Lasanha, queijos, c/ molho branco, c/ sal, caseira, (massa lasanha fresca, quejo muçarela, prato, requeijão e parmesão, c/ molho branco (leite, manteiga e farinha de trigo), c/ sal), ;244;17,2;12,4;14,1
C0088N;Lasanha, ricota com espinafre, light, caseira, (massa lasanha fresca, c/ espinafre, c/ ricota, c/ molho de tomate (tomate, c/ óleo, cebola e alho), c/ sal), ;119;18,7;5,41;2,86
C0560A;Lasanha, vegetais, caseira, (massa lasanha fresca, vegetais - cenoura, vagem, abobrinha, c/ molho de tomate (tomate, c/ óleo, cebola e alho), c/ sal), ;112;20;3,77;2,39
C0089N;Lasanha, vegetariana, light, caseira, (massa lasanha fresca, c/ cenoura e brócolis, c/ ricota, c/ molho de tomate (tomate, c/ óleo, cebola e alho), c/ sal), ;112;17,4;5,17;2,84
C0114A;Lasanha, verde, bolonhesa, congelada, Sadia, ;131;12,9;6,94;6,07
C0723B;Legumes à parmegiana, c/ sal, (abobrinha e berinjela, à milanesa (farinha de trigo, ovo e farinha de rosca, frita em imersão), c/ molho de tomate (tomate, c/ óleo, cebola e alho), muçarela, c/ sal), ;140;10,7;5,4;8,94
C0724B;Legumes gratinados, c/ molho branco, c/ queijo parmesão, c/ sal, (vagem, chuchu, abobrinha, brócolis, cenoura, couve-flor, c/ molho branco (farinha de trigo, manteiga e leite), queijo parmesão, c/ sal), ;116;7,91;5,51;7,21
C0719B;Legumes refogados, c/ sal, (abobrinha, brócolis, couve-flor, tomate, c/ óleo e cebola, c/ sal), ;94;5,52;1,98;7,51
C0095B;Legumes, seleta, enlatada, drenada, ;46;9,33;3,11;0,28
C0027G;Leite, búfala, integral, ;100;5,31;3,82;7,02
C0029G;Leite, cabra, desnatado, fluído, ;63;4,55;3,12;3,6
C0143G;Leite, cabra, integral, em pó, ;534;29,9;25,9;34,5
C0028G;Leite, cabra, integral, fluído, ;67;3,52;3,33;4,42
C0025G;Leite, humano, colostro, ;59;6,71;2,03;2,64
C0026G;Leite, humano, maduro (média de diferentes amostras), ;68;6,13;1,39;4,2
C0032G;Leite, vaca, c/ café, em pó, ;404;70;15,3;7,23
C0035G;Leite, vaca, c/ chocolate, em pó, ;322;52,5;5,41;10,9
C0033G;Leite, vaca, c/ chocolate, fluído, ;84;14;2,05;2,28
C0034G;Leite, vaca, c/ chocolate, Toddynho, ;85;13,9;2;2,4
C0037G;Leite, vaca, c/chocolate, desnatado, Toddynho, ;46;8,35;2,1;0,6
C0030G;Leite, vaca, condensado, ;319;57;7,67;6,74
C0038G;Leite, vaca, desnatado, em pó, ;355;52,1;34,4;1,06
C0036G;Leite, vaca, desnatado, fluído (média de diferentes amostras), ;37;5,14;3,12;0,4
C0070G;Leite, vaca, desnatado, UHT, Vigor, ;39;5,95;2,98;0,36
C0031G;Leite, vaca, fermentado, ;75;16,7;1,93;0,07
C0094N;Leite, vaca, fluído, s/ lactose, integral, ;64;4,8;3,15;3,25
C0139N;Leite, vaca, fluído, s/ lactose, semi-desnatado, ;59;8,27;3,15;1,5
C0039G;Leite, vaca, integral, em pó (média de várias amostras), ;498;39;26;26,4
C0042G;Leite, vaca, integral, em pó, enriquecido c/ vitaminas A e E, ;501;39,2;25,4;26,9
C0041G;Leite, vaca, integral, em pó, Ninho, ;500;38,2;26;27
C0043G;Leite, vaca, integral, fluído, ;64;5,92;2,93;3,23
C0040G;Leite, vaca, integral, instantâneo, em pó, Ninho, ;500;38,3;26;27
C0045G;Leite, vaca, integral, orgânico, ;61;4,12;3,3;3,5
C0044G;Leite, vaca, integral, UHT (média de diferentes amostras), ;65;7,16;2,35;3,04
C0046G;Leite, vaca, semidesnatado, UHT, ;55;6,51;3,23;1,81
C0121T;Lentilha, cozida, c/ linguiça calabresa, c/ óleo, cebola e alho, c/ sal, ;136;15,7;9,18;5,21
C0120T;Lentilha, cozida, c/ toucinho defumado (bacon), c/ óleo, cebola e alho, c/ sal, ;163;17,5;8,97;7,59
C0078T;Lentilha, cozida, drenada, c/ óleo, cebola e alho, c/ sal, Lens culinaris, ;107;19,2;7,04;1,63
C0077T;Lentilha, cozida, drenada, c/ óleo, cebola e alho, s/ sal, Lens culinaris, ;108;19,4;7,09;1,64
C0018T;Lentilha, cozida, drenada, s/ óleo, s/ sal, Lens culinaris, ;99;19,6;7,3;0,46
C0019T;Lentilha, crua, Lens culinaris, ;314;61;23,5;1,46
C0062C;Limão, cravo, <i>in natura</i>, <i>Citrus limoniaI</i> Osbeck, ;22;5,25;0,32;tr
C0777B;Lingua de vaca, cozida, s/ óleo, s/ sal, <i>Talinum Patens</i> Wand, ;9;0,88;0,94;0,21
C0776B;Lingua de vaca, crua, <i>Talinum Patens</i> Wand, ;15;1,48;1,62;0,29
C0901F;Linguiça, calabresa, à milanesa, (farinha de trigo, ovo e farinha de rosca), frita em imersão (c/ óleo de soja), c/ sal, ;355;2,62;0,96;8,51
C0899F;Linguiça, calabresa, assada no forno, s/ óleo, c/ sal, ;280;3,33;14,9;21,9
C0900F;Linguiça, calabresa, cozida, c/ óleo de soja, c/ sal, ;325;3,33;14,6;25,2
C0896F;Linguiça, calabresa, cozida, s/ óleo, c/ sal, ;280;3,33;14,6;20,7
C0898F;Linguiça, calabresa, frita, c/ óleo de soja, c/ sal, ;325;3,33;14,9;26,6
C0897F;Linguiça, calabresa, refogada (c/ óleo, cebola e alho), c/ sal, ;294;4,08;14,7;23,7
C0180F;Linguiça, crua (média de vários tipos), ;251;0,8;15,7;20,5
C0185F;Linguiça, frango, crua, ;193;0,65;16,2;14
C0186F;Linguiça, frango, crua, Sadia, ;122;0,67;17,5;5,52
C0187F;Linguiça, frango, crua, Seara, ;243;1;17;19
C0812F;Linguiça, frango, fresca, frita (c/ óleo de soja), s/ sal, ;240;0;18,3;18,5
C0839F;Linguiça, frango, fresca, frita, c/ adição de gordura, c/ sal, ;239;0;18,2;18,5
C0188F;Linguiça, frango, grelhada, ;242;1;18,2;18,4
C0762F;Linguiça, frango/porco, fresca, crua, ;229;0,77;15,3;18,3
C0766F;Linguiça, frango/porco, fresca, frita (c/ óleo de soja), c/ sal, ;256;0;19,3;19,8
C0765F;Linguiça, frango/porco, fresca, frita (c/ óleo de soja), s/ sal, ;257;0;19,4;19,9
C0770F;Linguiça, frango/porco, fresca, grelhada/assada, c/ molho de tomate (tomate, c/ óleo, cebola e alho), c/ sal, ;228;1,91;16,8;17,1
C0769F;Linguiça, frango/porco, fresca, grelhada/assada, c/ molho de tomate (tomate, c/ óleo, cebola e alho), s/ sal, ;229;1,92;16,9;17,2
C0764F;Linguiça, frango/porco, fresca, grelhada/assada, s/ óleo, c/ sal, ;266;0,72;20,6;20,1
C0763F;Linguiça, frango/porco, fresca, grelhada/assada, s/ óleo, s/ sal, ;267;0,72;20,7;20,2
C0768F;Linguiça, frango/porco, fresca, refogada (c/ óleo, cebola e alho), c/ sal, ;267;1,43;19,7;20,3
C0767F;Linguiça, frango/porco, fresca, refogada (c/ óleo, cebola e alho), s/ sal, ;268;1,43;19,8;20,4
C0183F;Linguiça, frita, ;257;0;19,4;19,9
C0184F;Linguiça, mista, defumada, crua, Sadia, ;322;2,89;16,4;27,2
C0181F;Linguiça, porco, defumada, crua (média de várias amostras), ;294;0,86;20,9;22,9
C0182F;Linguiça, porco, frescal, crua (média de várias amostras), ;225;0,66;16,1;17,6
C0189F;Linguiça, porco, grelhada, ;292;0,45;23,2;21,9
C0191F;Linguiça, tipo calabresa, fininha, Seara, ;256;1;18;20
C0190F;Linguiça, toscana, crua, Seara, ;268;1;12;24
C0006U;Linhaça, semente, <i>Linum usitatissimum</i> L., ;453;43,3;14,1;32,3
C0192F;Lombo, canadense, defumado, ;200;0;35,7;6,4
C0309E;Lula ensopada com legumes, c/ sal, (lula, c/ legumes - cenoura, vagem, couve-flor, brócolis,champginon paris, tomate, pimentão, salsa, suco de limão, c/ óleo, cebola e alho, c/ pimenta do reino, c/ sal), ;66;3,31;9,32;1,96
C0310E;Lula ensopada com legumes, s/ sal, (lula, c/ legumes - cenoura, vagem, couve-flor, brócolis,champginon paris, tomate, pimentão, salsa, suco de limão, c/ óleo, cebola e alho, c/ pimenta do reino, s/ sal), ;66;3,34;9,34;1,96
C0341E;Lula recheada com camarão, (lula, camarão, palmito, tomate, vinho branco, pimenta do reino, cheiro verde, c/ molho de tomate, c/ óleo, cebola e alho, c/ sal), ;88;2,81;12,6;2,92
C0172C;Maçã , verde, s/ casca, <i>in natura</i>, Malus domestica, ;48;13;0,3;0
C0109K;Maçã do amor, (maçã, c/ casca, c/ calda de açúcar), ;114;28,1;0,3;0,42
C0063C;Maçã, Argentina, c/ casca, <i>in natura</i>, Malus domestica, ;65;16,6;0,22;0,25
C0023C;Maçã, c/ casca, <i>in natura</i>, Malus spp., ;64;15,7;0,29;0,49
C0064C;Maçã, Fuji, c/ casca, <i>in natura</i>, Malus domestica, ;59;15,2;0,29;tr
C0081C;Macaúba, <i>in natura</i>, <i>Acrocomia aculeata</i> (Jacq.) Lood. ex Mart., ;403;13,9;2,08;40,7
C0014U;Macadâmia, crua, s/ sal, Macadamia ternifolia, ;752;13,8;7,91;75,8
C1044A;Macarrão cremoso, c/ sal, (macarrão de trigo, queijo muçarela, queijo parmesão, presunto, creme de leite, requeijão, c/ sal), ;177;17,4;7,11;8,82
C0945A;Macarrão de arroz, com legumes e camarão, c/ molho shoyu, (macarrão de arroz, camarão, acelga, broto de feijão, pimentão, cenoura, brócolis, cogumelo Paris, cebola, cebolinha, c/ óleo de gergelim, c/ molho shoyu), ;93;12,2;5,44;2,69
C0942A;Macarrão de arroz, com legumes e carne bovina, c/ molho shoyu, (macarrão de arroz, carne bovina (coxão mole), acelga, broto de feijão, pimentão, cenoura, brócolis, cogumelo Paris, cebola, cebolinha, c/ óleo de gergelim, c/ molho shoyu), ;118;12,2;8,34;4,22
C0944A;Macarrão de arroz, com legumes e carne suína, c/ molho shoyu, (macarrão de arroz, carne suína (lombo), acelga, broto de feijão, pimentão, cenoura, brócolis, cogumelo Paris, cebola, cebolinha, c/ óleo de gergelim, c/ molho shoyu), ;116;12,2;9,01;3,71
C0943A;Macarrão de arroz, com legumes e peito de frango, c/ molho shoyu, (macarrão de arroz, peito de frango, acelga, broto de feijão, pimentão, cenoura, brócolis, cogumelo Paris, cebola, cebolinha, c/ óleo de gergelim, c/ molho shoyu), ;107;12,2;8,16;3,07
C0941A;Macarrão de arroz, com legumes, c/ molho shoyu, (macarrão de arroz, ovo mexido, acelga, broto de feijão, pimentão, cenoura, brócolis, cogumelo Paris, cebola, cebolinha, c/ óleo de gergelim, c/ molho shoyu), ;99;16,9;2,4;2,71
C1045A;Macarrão gratinado, c/ sal, (macarrão de trigo, queijo muçarela, peito de peru, queijo muçarela e queijo parmesão, creme de leite, orégano, c/ molho de tomate (tomate, c/ óleo, cebola e alho), c/ sal), ;148;18,1;6,26;5,87
C0937A;Macarrão, arroz, cozido, s/ óleo, s/ sal, ;102;23,9;1,78;0,2
C0238A;Macarrão, c/ molho bolonhesa, c/ sal, (macarrão - espaguete, carne bovina - patinho moído, tomate, cebola, alho, c/ óleo de soja), ;123;22,5;4,42;1,94
C0891A;Macarrão, c/ molho bolonhesa, c/ sal, (macarrão - espaguete, carne bovina - patinho moído, tomate, cebola, alho, c/ óleo de soja, c/ sal), ;114;21,6;4,91;0,89
C0192A;Macarrão, c/ molho bolonhesa, s/ sal, (macarrão - espaguete, carne bovina - patinho moído, tomate, cebola, alho, c/ óleo de soja, s/ sal), ;115;21,7;4,93;0,89
C0885A;Macarrão, carbonara, c/ sal, (macarão, trigo, cozido, ovo de galinha, c/ toucinho defumado (bacon), c/ queijo parmesão, c/ pimenta-do-reino, c/ sal, ;268;12,7;12,9;18,5
C0905A;Macarrão, carbonara, c/ sal, (macarrão, trigo integral, cozido, ovo de galinha, c/ toucinho defumado (bacon), c/ queijo parmesão, c/ pimenta-do-reino, c/ sal), ;267;12,4;13,4;18,5
C0907A;Macarrão, carbonara, s/ sal, (macarrão, trigo integral, cozido, ovo de galinha, c/ toucinho defumado (bacon), c/ queijo parmesão, c/ pimenta-do-reino, s/ sal), ;268;12,5;13,5;18,6
C0903A;Macarrão, carbonara, s/ sal, (macarrão, trigo, cozido, ovo de galinha, c/ toucinho defumado (bacon), c/ queijo parmesão, c/ pimenta-do-reino, s/ sal), ;269;12,8;12,9;18,6
C0909A;Macarrão, trigo cozido, c/ molho pesto (azeite de oliva, queijo parmesão, manjericão, noz, alho, c/ pimenta-do-reino), c/ sal, ;231;21,6;5,3;14
C0910A;Macarrão, trigo cozido, c/ molho pesto (azeite de oliva, queijo parmesão, manjericão, noz, alho, c/ pimenta-do-reino), s/ sal, ;234;21,7;5,35;14,3
C0904A;Macarrão, trigo cozido, com ovo mexido, c/ toucinho defumado (bacon), s/ sal, ;164;19,5;6,84;6,68
C0911A;Macarrão, trigo integral cozido, c/ molho pesto (azeite de oliva, queijo parmesão, manjericão, noz, alho, c/ pimenta-do-reino), c/ sal, ;229;21,1;6,31;14
C0912A;Macarrão, trigo integral cozido, c/ molho pesto (azeite de oliva, queijo parmesão, manjericão, noz, alho, c/ pimenta-do-reino), s/ sal, ;232;21,2;6,36;14,3
C0906A;Macarrão, trigo integral cozido, com ovo mexido, c/ toucinho defumado (bacon), c/ sal, ;159;19,1;7,66;6,38
C0908A;Macarrão, trigo integral cozido, com ovo mexido, c/ toucinho defumado (bacon), s/ sal, ;163;19,1;7,79;6,68
C0962A;Macarrão, trigo integral, c/ atum em conserva, salsa, c/ azeite de oliva, c/ sal, ;164;18,9;9,78;6,06
C0963A;Macarrão, trigo integral, c/ atum em conserva, salsa, c/ azeite de oliva, s/ sal, ;164;18,9;9,8;6,06
C0598A;Macarrão, trigo integral, c/ vegetais, c/ sal, (massa com trigo integral, pimentão vermelho e amarelo, abobrinha, brocólis, cenoura, c/ óleo, cebola e alho, c/ sal), ;99;19,9;3,82;1,11
C0599A;Macarrão, trigo integral, c/ vegetais, s/ sal, (massa com trigo integral, pimentão vermelho e amarelo, abobrinha, brocólis, cenoura, c/ óleo, cebola e alho, s/ sal), ;99;20;3,84;1,12
C0960A;Macarrão, trigo, c/ atum em conserva, salsa, c/ azeite de oliva, c/ sal, ;166;19,3;8,84;6,06
C0961A;Macarrão, trigo, c/ atum em conserva, salsa, c/ azeite de oliva, s/ sal, ;166;19,4;8,85;6,06
C1036A;Macarrão, trigo, c/ atum fresco, salsa, c/ azeite de oliva, c/ sal, ;159;19;10,5;4,68
C1037A;Macarrão, trigo, c/ atum fresco, salsa, c/ azeite de oliva, s/ sal, ;159;19;10,5;4,68
C1038A;Macarrão, trigo, c/ feijão preto, c/ óleo, cebola e alho, c/ sal, ;116;23,1;3,75;1,63
C1039A;Macarrão, trigo, c/ feijão preto, c/ óleo, cebola e alho, s/ sal, ;118;23,2;3,76;1,74
C0604A;Macarrão, trigo, c/ frango e cogumelos, c/ sal, (massa com trigo, peito de frango, cogumelo paris e shiitake, salsa, cebolinha, c/ óleo, cebola e alho, c/ sal), ;119;20;6,15;1,91
C0605A;Macarrão, trigo, c/ frango e cogumelos, s/ sal, (massa com trigo, peito de frango, cogumelo paris e shiitake, queijo parmesão, salsa, cebolinha, c/ óleo, cebola e alho, s/ sal), ;137;19,2;7,43;3,64
C0853A;Macarrão, trigo, c/ linguiça calabresa, salsa, cebolinha, c/ molho de tomate (tomate, c/ óleo, cebola e alho), c/ sal, ;133;19,1;5,19;4,23
C0854A;Macarrão, trigo, c/ linguiça calabresa, salsa, cebolinha, c/ molho de tomate (tomate, c/ óleo, cebola e alho), s/ sal, ;133;19,1;5,2;4,23
C0965A;Macarrão, trigo, c/ molho aurora, c/ sal, (creme de leite, salsa, c/ pimenta-do-reino, c/ molho de tomate (tomate, c/ óleo, cebola e alho), c/ sal), ;125;20,8;3,04;3,57
C0966A;Macarrão, trigo, c/ molho aurora, s/ sal, (creme de leite, salsa, c/ pimenta-do-reino, c/ molho de tomate (tomate, c/ óleo, cebola e alho), s/ sal), ;126;20,8;3,05;3,62
C0609A;Macarrão, trigo, c/ molho de tomate (tomate, c/ óleo, cebola e alho) e frutos do mar (camarão, lula e mexilhão), c/ óleo, cebola e alho, c/ sal, ;130;19,3;7,12;3,34
C0608A;Macarrão, trigo, c/ molho de tomate (tomate, c/ óleo, cebola e alho) e frutos do mar (camarão, lula e mexilhão), queijo parmesão, c/ óleo, cebola e alho, c/ sal, ;132;19,4;6,57;3,31
C0613A;Macarrão, trigo, c/ molho de tomate (tomate, c/ óleo, cebola e alho), c/ peito de frango, c/ óleo, cebola e alho, c/ sal, ;120;20,4;6,38;1,65
C0612A;Macarrão, trigo, c/ molho de tomate (tomate, c/ óleo, cebola e alho), c/ peito de frango, queijo parmesão, c/ óleo, cebola e alho, c/ sal, ;139;19,5;7,76;3,54
C0214A;Macarrão, trigo, c/ ovos, c/ alho e óleo, c/ sal, ;179;25,8;3,64;7,05
C0213A;Macarrão, trigo, c/ ovos, c/ alho e óleo, s/ sal, ;180;26;3,66;7,08
C0216A;Macarrão, trigo, c/ ovos, c/ manteiga, c/ sal, ;158;25,4;3,44;4,93
C0215A;Macarrão, trigo, c/ ovos, c/ manteiga, s/ sal, ;159;25,5;3,45;4,96
C0220A;Macarrão, trigo, c/ ovos, c/ molho branco (leite, manteiga e farinha de trigo), c/ sal, ;139;24,6;3,96;2,88
C0219A;Macarrão, trigo, c/ ovos, c/ molho branco (leite, manteiga e farinha de trigo), s/ sal, ;140;24,7;3,98;2,89
C0218A;Macarrão, trigo, c/ ovos, c/ molho de tomate (tomate, c/ óleo, cebola e alho), c/ sal, ;115;22,9;3,19;1,49
C0217A;Macarrão, trigo, c/ ovos, c/ molho de tomate (tomate, c/ óleo, cebola e alho), s/ sal, ;116;23;3,2;1,51
C0421A;Macarrão, trigo, c/ ovos, c/ peixe, água doce, refogado (c/ óleo, cebola e alho), c/ sal, ;137;13,8;13;3,46
C0194A;Macarrão, trigo, c/ ovos, cozido, drenado, s/ sal, ;126;26,8;3,61;0,69
C0119A;Macarrão, trigo, c/ ovos, seco, cru, ;361;76,6;10,3;1,97
C0601A;Macarrão, trigo, c/ presunto, ervilha, c/ molho branco (farinha de trigo, manteiga e leite) (farinha de trigo, manteiga e leite), c/ sal, ;144;21,4;5,05;4,5
C0600A;Macarrão, trigo, c/ presunto, ervilha, queijo parmesão, c/ molho branco (farinha de trigo, manteiga e leite), c/ sal, ;158;20,7;6,17;5,84
C0855A;Macarrão, trigo, c/ salsicha, salsa, cebolinha, c/ molho de tomate (tomate, c/ óleo, cebola e alho), c/ sal, ;134;19,8;4,52;4,37
C0856A;Macarrão, trigo, c/ salsicha, salsa, cebolinha, c/ molho de tomate (tomate, c/ óleo, cebola e alho), s/ sal, ;134;19,8;4,53;4,37
C1040A;Macarrão, trigo, c/ sardinha em conserva, salsa, c/ molho de tomate (tomate, c/ óleo, cebola e alho), c/ sal, ;141;19,5;5,42;4,84
C1041A;Macarrão, trigo, c/ sardinha em conserva, salsa, c/ molho de tomate (tomate, c/ óleo, cebola e alho), s/ sal, ;141;19,6;5,43;4,84
C1042A;Macarrão, trigo, c/ sardinha fresca, salsa, c/ molho de tomate (tomate, c/ óleo, cebola e alho), c/ sal, ;125;19,4;6;2,82
C1043A;Macarrão, trigo, c/ sardinha fresca, salsa, c/ molho de tomate (tomate, c/ óleo, cebola e alho), s/ sal, ;125;19,4;6,01;2,82
C0596A;Macarrão, trigo, c/ vegetais, c/ sal, (massa com trigo, pimentão vermelho e amarelo, abobrinha, brocólis, cenoura, c/ óleo, cebola e alho, c/ sal), ;100;20,3;2,89;1,12
C0597A;Macarrão, trigo, c/ vegetais, s/ sal, (massa com trigo, pimentão vermelho e amarelo, abobrinha, brocólis, cenoura, c/ óleo, cebola e alho, s/ sal), ;101;20,4;2,9;1,12
C0884A;Macarrão, trigo, cozido, c/ ovo mexido, c/ toucinho defumado (bacon), c/ sal, ;161;19,5;6,72;6,38
C0834A;Macarrão, trigo, cozido, drenado, s/ óleo, c/ sal, ;125;26,9;3,54;0,57
C0120A;Macarrão, trigo, instantâneo, cru, ;429;62,4;8,79;17,2
C0407A;Macarrão, trigo, intantâneo, c/ tempero, cozido, drenado (preparado conforme a embalagem), ;154;22,5;3,17;6,21
C0406A;Macarrão, trigo, intantâneo, c/ tempero, cru, ;429;62,4;8,79;17,2
C0239A;Macarrão, trigo, integral, à bolonhesa, c/ sal, (macarrão integral, carne bovina - patinho moído, tomate, cebola, alho, c/ óleo de soja), ;121;22,2;5,46;1,84
C0231A;Macarrão, trigo, integral, ao alho e óleo, c/ sal, ;177;25,5;4,79;6,94
C0230A;Macarrão, trigo, integral, c/ alho e óleo, s/ sal, ;178;25,6;4,82;6,97
C0606A;Macarrão, trigo, integral, c/ frango e cogumelos, c/ sal, (massa com trigo integral, peito de frango, cogumelo paris e shiitake, salsa, cebolinha, c/ óleo, cebola e alho, c/ sal), ;118;19,5;7,03;1,91
C0607A;Macarrão, trigo, integral, c/ frango e cogumelos, s/ sal, (massa com trigo integral, peito de frango, cogumelo paris e shiitake, queijo parmesão, salsa, cebolinha, c/ óleo, cebola e alho, s,/ sal), ;136;18,8;8,26;3,64
C0233A;Macarrão, trigo, integral, c/ manteiga, c/ sal, ;155;25;4,65;4,81
C0232A;Macarrão, trigo, integral, c/ manteiga, s/ sal, ;156;25,1;4,68;4,84
C0237A;Macarrão, trigo, integral, c/ molho branco (leite, manteiga e farinha de trigo), c/ sal, ;136;24,3;4,99;2,78
C0236A;Macarrão, trigo, integral, c/ molho branco (leite, manteiga e farinha de trigo), s/ sal, ;137;24,4;5,01;2,79
C0611A;Macarrão, trigo, integral, c/ molho de tomate (tomate, c/ óleo, cebola e alho) e frutos do mar (camarão, lula e mexilhão), c/ óleo, cebola e alho, c/ sal, ;111;20,2;5,7;1,45
C0610A;Macarrão, trigo, integral, c/ molho de tomate (tomate, c/ óleo, cebola e alho) e frutos do mar (camarão, lula e mexilhão), queijo parmesão, c/ óleo, cebola e alho, c/ sal, ;130;19,3;7,12;3,34
C0615A;Macarrão, trigo, integral, c/ molho de tomate (tomate, c/ óleo, cebola e alho), c/ peito de frango, c/ óleo, cebola e alho, c/ sal, ;118;19,9;7,33;1,65
