ID;ALIMENTO;Energia Kcal;Carboidrato total;Prote�na;Lip�dios
C0195T;Feijão, preto, cozido (50% grão e 50% caldo), c/ carne de boi, músculo, s/ gordura, c/ óleo, cebola e alho, s/ sal, ;103;10,6;11;3,23
C0008T;Feijão, preto, cozido (50% grão e 50% caldo), s/ óleo, s/ sal, <i>Phaseolus vulgaris</i> L., ;62;14;4,48;0,54
C0009T;Feijão, preto, cru, <i>Phaseolus vulgaris</i> L., ;295;59,1;22,4;1,28
C0184T;Feijão, preto, drenado, s/ óleo, c/ sal, <i>Phaseolus vulgaris</i> L., ;295;59,1;22,4;1,28
C0183T;Feijão, preto, drenado, s/ óleo, s/ sal, <i>Phaseolus vulgaris</i> L., ;295;59,1;22,4;1,28
C0010T;Feijão, rajado, cozido (50% grão 50% caldo), s/ óleo, s/ sal, <i>Phaseolus vulgaris</i> L., ;68;15,3;5,54;0,4
C0011T;Feijão, rajado, cru, <i>Phaseolus vulgaris</i> L., ;283;62,9;17,3;1,17
C0013T;Feijão, rosinha, cru, <i>Phaseolus vulgaris</i> L., ;303;62,2;20,9;1,33
C0014T;Feijão, roxo, cozido (50% grão e 50% caldo), s/ óleo, s/ sal, <i>Phaseolus vulgaris</i> L., ;56;12,9;5,72;0,54
C0015T;Feijão, roxo, cru, <i>Phaseolus vulgaris</i> L., ;272;60;22,2;1,24
C0029T;Feijão, vermelho, cozido, s/ óleo, s/ sal, <i>Phaseolus vulgaris</i> L., ;106;20,4;8,67;0,5
C0030T;Feijão, vermelho, cru, <i>Phaseolus vulgaris</i> L., ;314;61,2;22,5;1,06
C0364E;Feijoada de frutos do mar, (feijão branco, lula, polvo, camarão, tomate, pimentão, leite de coco, coentro, c/ azeite de dendê, c/ óleo, cebola e alho, c/ sal), ;145;9,55;13,9;4,49
C0172T;Feijoada vegetariana, (feijão preto, berinjela, pimentão, batata, cenoura, chuchu, vagem, abobrinha, c/ óleo, cebola e alho, c/ sal), ;50;9,65;2,48;1,18
C0198T;Feijoada, c/ sal, (feijão preto, carnes suínas (orelha, rabo, pé, costela dessalgada, lombo), toucinho defumado (bacon), paio, linguiça, c/ óleo de soja, cebola, alho, c/ sal), ;131;11,7;9,55;6,21
C0064T;Feijoada, s/ sal, (feijão preto, carnes suínas (orelha, rabo, pé, costela dessalgada, lombo), toucinho defumado (bacon), paio, linguiça, c/ óleo de soja, cebola, alho, s/ sal), ;131;11,8;9,59;6,23
C0012T;Fejião, rosinha, cozido (50% grão 50% caldo), s/ sal, s/ temperos, <i>Phaseolus vulgaris</i> L., ;60;11,8;4,54;0,48
C0007L;Fermento, biológico, levedura, tablete, ;104;7,7;17;1,52
C0006L;Fermento, químico, em pó, ;178;43,9;0,48;0,07
C0172F;Fiambre, frango, cozido (médias de diferentes amostras), ;120;0;22,7;3,3
C0056C;Figo, <i>in natura</i>, <i>Ficus carica</i> L., ;43;10,2;0,97;0,16
C0057C;Figo, enlatado, em calda, <i>Ficus carica</i> L., ;201;50,3;0,56;0,15
C0261C;Figo, seco, Ficus carica, ;257;63,9;3,3;0,93
C0494F;Filé de frango à parmegiana, (filé de peito de frango, à milanesa (farinha de trigo, ovo e farinha de rosca, frita em imersão), c/ molho de tomate (tomate, c/ óleo, cebola e alho), muçarela, c/ sal), ;292;12,5;20,6;12,9
C0011R;Flan, baunilha, em pó, Ducoco, ;394;98,1;0,48;0
C0058K;Flan, baunilha, em pó, preparado, Oetker, ;109;16,9;3;3,3
C0012R;Flan, chocolate, em pó, Oetker, ;393;97;1;0,1
C0013R;Flan, chocolate, em pó, Oetker, ;392;95,9;0,32;0,76
C0059K;Flan, chocolate, em pó, preparado, Oetker, ;160;28,9;2,81;4,5
C0014R;Flan, coco, em pó, Ducoco, ;404;95,8;0,38;2,17
C0010R;Flan, em pó, ;391;96,7;0,55;0,76
C0057K;Flan, em pó, preparado (média de diferentes sabores), ;135;22,9;2,9;3,9
C0095K;Flan, leite, caseiro, (leite, água, ovo e açúcar), ;161;24,1;5,31;4,8
C0926B;Flor de abóbora, cozida, drenada, s/ óleo, c/ sal, ;16;3,29;1,09;0,08
C0924B;Flor de abóbora, cozida, drenada, s/ óleo, s/ sal, ;16;3,3;1,09;0,08
C0035L;Flor de sal, ;0;0;0;0
C0958A;Fogazza, c/ queijo muçarela e tomate, frito (c/ óleo de soja), (massa - farinha de trigo, óleo, fermento biológico, sal e açúcar, queijo muçarela, tomate e óleo de soja), ;322;44,5;10,1;11,8
C0204C;Framboesa, <i>in natura</i>, ;45;11,9;1,2;0,65
C0570F;Frango ao molho pardo (frango de cabidela), (frango inteiro, ensopado, c/ tomate, pimentão, sangue de frango, cheiro verde, c/ vinagre de maçã, c/ óleo, cebola e alho, c/ sal), ;149;1,47;20,3;6,99
C0915F;Frango com açafrão (cúrcuma), c/ sal, (carne de frango, coxa, sobrecoxa, peito, asa, cenoura, batata, tomate, cebola, açafrão em pó (cúrcuma), c/ óleo, c/ sal), ;140;2,72;15,7;7,36
C0226F;Frango com açafrão (cúrcuma), s/ sal, (carne de frango, coxa, sobrecoxa, peito, asa, cenoura, batata, tomate, cebola, açafrão em pó (cúrcuma), c/ óleo, s/ sal), ;140;2,74;15,8;7,39
C0554F;Frango xadrez, c/ molho shoyu, (peito de frango, cebola, pimentão (verde e vermelho), cebolinha, cogumelo paris, amendoim, gengibre, amido de milho, açúcar, molho shoyu, c/ óleo e alho), ;151;5,59;20;5,7
C0555F;Frango xadrez, s/ molho shoyu, s/ sal, (peito de frango, cebola, pimentão (verde e vermelho), cebolinha, cogumelo paris, amendoim, gengibre, amido de milho, açúcar, c/ óleo e alho, s/ sal), ;147;5,08;19,9;5,55
C0251F;Frango, asa, c/ pele, crua, Gallus gallus, ;208;0;18,1;15,1
C0558F;Fricassé de carne moída, c/ sal, (carne moída (patinho), cogumelo paris, creme de leite, conhaque, vinho branco, c/ molho branco (farinha de trigo, manteiga e leite), c/ manteiga, cebola e alho, c/ pimenta-do-reino, c/ sal), ;198;3,62;17,6;12,3
C0559F;Fricassé de carne moída, s/ sal, (carne moída (patinho), cogumelo paris, creme de leite, conhaque, vinho branco, c/ molho branco (farinha de trigo, manteiga e leite), c/ manteiga, cebola e alho, c/ pimenta-do-reino, s/ sal), ;203;3,62;17,6;12,3
C0556F;Fricassé de frango, c/ sal, (peito de frango, cogumelo paris, creme de leite, conhaque, vinho branco, c/ molho branco (farinha de trigo, manteiga e leite), c/ manteiga, cebola e alho, c/ pimenta-do-reino, c/ sal), ;179;3,52;18,5;9,47
C0557F;Fricassé de frango, s/ sal, (peito de frango, cogumelo paris, creme de leite, conhaque, vinho branco, c/ molho branco (farinha de trigo, manteiga e leite), c/ manteiga, cebola e alho, c/ pimenta-do-reino, s/ sal), ;179;3,52;18,5;9,48
C0303E;Frigideira de peixe, c/ sal, (bacalhau dessalgado, ovos mexidos, tomate, pimentão, leite de coco, salsa, fermento em pó, c/ pimenta do reino, c/ azeite de oliva e cebola, c/sal, ;166;2,94;13,8;10,5
C0133K;Fruta cristalizada (média de diferentes tipos), ;330;82,8;0,34;0,07
C0058C;Fruta pão, <i>in natura</i>, <i>Artocarpus altilis</i> (Parkinson) Fosberg, ;64;17,2;1,08;0,19
C0376E;Frutos do mar ao leite de coco, c/ sal, (camarão, lula, polvo, mexilhão, tomate, pimentão, leite de coco, azeite de dendê, salsa, coentro, páprica, c/ pimenta do reino, c/ óleo, cebola e alho, c/ sal), ;137;2,89;13,2;8,21
C0386E;Frutos do mar ao leite de coco, s/ sal, (camarão, lula, polvo, mexilhão, tomate, pimentão, leite de coco, azeite de dendê, salsa, coentro, páprica, c/ pimenta do reino, c/ óleo, cebola e alho, s/ sal), ;138;2,92;13,2;8,22
C0292E;Frutos do mar com legumes, c/ sal, (frutos do mar - camarão, lula, mexilhão e polvo, legumes - cenoura, vagem, couve-flor, brócolis e champginon paris, tomate, pimentão, salsa, suco de limão, c/ óleo, cebola e alho, c/ pimenta-do-reino, c/ sal), ;68;3,75;9,39;2,01
C0293E;Frutos do mar com legumes, s/ sal, (frutos do mar - camarão, lula, mexilhão e polvo, legumes - cenoura, vagem, couve-flor, brócolis e champginon paris, tomate, pimentão, salsa, suco de limão, c/ óleo, cebola e alho, c/ pimenta-do-reino, s/ sal), ;68;3,75;9,39;2,01
C0186K;Gelatina colorida, c/ creme, (gelatina diversos sabores, gelatina sem sabor, água, creme de leite e leite condensado), ;182;22,4;3,92;8,55
C0003N;Gelatina, abacaxi, em pó, diet, Ducocco, ;318;18,2;63,5;0
C0004N;Gelatina, abacaxi, em pó, diet, Oetker, ;367;39,6;51,1;0,5
C0016R;Gelatina, abacaxi, em pó, Ducoco, ;392;89,3;8,86;0
C0017R;Gelatina, abacaxi, em pó, Oetker, ;396;92,5;6,6;0
C0015N;Gelatina, abacaxi, em pó, preparada, diet, Oetker, ;11;1,12;1,53;0,07
C0005N;Gelatina, cereja, em pó, diet, Ducocco, ;327;18,2;63,5;0
C0006N;Gelatina, cereja, em pó, diet, Oetker, ;369;42,5;48,5;0,6
C0018R;Gelatina, cereja, em pó, Ducoco, ;392;89,3;8,86;0
C0019R;Gelatina, cereja, em pó, Oetker, ;394;90,8;7,8;NA
C0016N;Gelatina, cereja, em pó, preparada, diet, Oetker, ;11;1,14;1,54;0,06
C0015R;Gelatina, em pó (média de diferentes sabores), ;393;89,9;8,36;0,04
C0002N;Gelatina, em pó, diet (média diferentes sabores), ;337;28,8;57,2;0,24
C0060K;Gelatina, em pó, preparada c/ água (média de diferentes sabores), Oetker, ;57;12,8;1,24;0,08
C0014N;Gelatina, em pó, preparada, diet (média de diferentes sabores), ;11;1,12;1,55;0,07
C0007N;Gelatina, framboesa, em pó, diet, Ducocco, ;327;18,2;63,5;0
C0008N;Gelatina, framboesa, em pó, diet, Oetker, ;367;42,8;48;0,5
C0020R;Gelatina, framboesa, em pó, Ducoco, ;392;89,3;8,86;0
C0021R;Gelatina, framboesa, em pó, Oetker, ;394;90,5;7,8;0,1
C0017N;Gelatina, framboesa, em pó, preparada, diet, Oetker, ;11;1,14;1,55;0,04
C0009N;Gelatina, limão, em pó, diet, Ducocco, ;327;18,2;63,5;0
C0010N;Gelatina, limão, em pó, diet, Oetker, ;369;40,3;51;0,5
C0022R;Gelatina, limão, em pó, Ducoco, ;392;89,3;8,86;0
C0023R;Gelatina, limão, em pó, Oetker, ;394;91,8;6,1;0,3
C0018N;Gelatina, limão, em pó, preparada, diet, Oetker, ;12;1,1;1,58;0,1
C0024R;Gelatina, maracujá, em pó, Ducoco, ;392;89,3;8,86;0
C0025R;Gelatina, maracujá, em pó, Ducoco, ;392;89,3;8,86;0
C0011N;Gelatina, morango, em pó, diet, Ducocco, ;318;18,2;63,5;0
C0012N;Gelatina, morango, em pó, diet, Oetker, ;368;41,9;49;0,5
C0026R;Gelatina, morango, em pó, Oetker, ;394;91,4;7;0
C0019N;Gelatina, morango, em pó, preparada, diet, Oetker, ;11;1,28;1,53;0,02
C0027R;Gelatina, pêssego, em pó, Oetker, ;392;88,2;9,9;0
C0088R;Gelatina, s/ sabor, em pó, ;343;0;85,6;0,1
C0028R;Gelatina, tuti-fruti, em pó, Oetker, ;396;89;9,6;0,2
C0013N;Gelatina, uva, em pó, diet, Ducocco, ;318;18,2;63,5;0
C0029R;Gelatina, uva, em pó, Ducoco, ;392;89,3;8,86;0
C0030R;Gelatina, uva, em pó, Oetker, ;391;88,3;9,3;0,1
C0017K;Geleia, abacaxi, Ritter, ;275;68,5;0,26;0,25
C0018K;Geleia, framboesa, Ritter, ;283;70,3;0,5;0,45
C0019K;Geleia, goiaba, Ritter, ;258;65,7;0,31;0,27
C0020K;Geleia, laranja, Ritter, ;272;67,3;0,39;0,32
C0023K;Geleia, mocotó, natural, ;106;24,2;2,13;0,07
C0021K;Geleia, morango, Ritter, ;249;63;0,32;0,29
C0058N;Geleia, s/ açúcar (média de diferentes sabores), ;116;29,6;0,55;0
C0022K;Geleia, uva, Ritter, ;253;64,2;0,3;0,23
C0016K;Geleias (média de diferentes amostras), ;265;66,5;0,35;0,3
C1077B;Gengibre, em pó, Zingiber officinale, ;332;71,6;8,98;4,24
C0796B;Gengibre, raiz, <i>in natura</i>, Zingiber officinale, ;81;17,8;1,82;0,75
C0016U;Gergelim, semente, crua, <i>Sesamum indicum</i> L., ;601;21,6;21,2;50,4
C0024K;Glicose, milho, ;318;79,4;0;0
C0015C;Goiaba, branca, inteira, c/ casca, <i>in natura</i>, <i>Psidium guajava</i> L., ;45;12,3;0,79;0,51
C0097C;Goiaba, doce, cascão, ;309;78,7;0,41;0,1
C0096C;Goiaba, doce, em pasta, ;291;74,1;0,58;0
C0014C;Goiaba, inteira, <i>in natura</i>, <i>Psidium guajava</i> L., ;50;13,4;0,86;0,53
C0016C;Goiaba, vermelha, inteira, c/ casca, <i>in natura</i>, <i>Psidium guajava</i> L., ;50;13,3;0,92;0,54
C0078N;Goiabada, diet, ;166;43,9;0,58;0
C0131K;Goma de mascar, c/ açúcar (média de diferentes sabores), ;383;97;0;0
C0060N;Goma de mascar, diet (média de diferentes sabores), ;378;94,8;0;0,4
C0036D;Gordura bovina, sebo, ;900;0;0;100
C0003D;Gordura, vegetal, hidrogenada, ;900;0;0;100
C0311F;Goulash, c/ sal, (carne, bovina, acém, s/ gordura, cozida, c/ batata e cenoura, c/ molho de tomate (tomate, c/ óleo, cebola e alho), c/ sal), ;130;4,12;14,3;6,51
C0313F;Goulash, s/ sal, (carne, bovina, acém, s/ gordura, cozida, c/ batata e cenoura, c/ molho de tomate (tomate, c/ óleo, cebola e alho), s/ sal), ;130;4,15;14,3;6,53
C0106T;Grão de bico, cozido, dreando, s/ óleo, c/ sal, <i>Cicer arietinum</i> L., ;114;20,7;7,48;1,84
C0017T;Grão de bico, cozido, drenado, s/ óleo, s/ sal, <i>Cicer arietinum</i> L., ;115;20,8;7,53;1,86
C0016T;Grão de bico, cru, <i>Cicer arietinum</i> L., ;339;59,7;21;5,46
C0031T;Grão-de-bico, conserva, dreando, <i>Cicer arietinum</i> L.,Jurema, ;115;21,5;6,2;1,7
C0032T;Grão-de-bico, farinha, desengordurado, <i>Cicer arietinum</i> L., ;320;68,3;17,9;1,23
C0959A;Granola, cacau, caseira, (aveia em flocos, semente de girassol, coco, mel, amêndoa, c/ óleo de milho, c/ cacau em pó), ;462;45,7;11,1;28,1
C0898A;Granola, caseira, simples, (aveia em flocos, flocos de milho, semente linhaça, castanha de caju e Brasil, damasco seco, uva passa, c/ canela), ;389;66,1;10,6;11
C1076A;Granola, cereais, frutas secas e oleagionosas, caseira, (aveia em flocos, semente de linhaça, gergelim, abóbora e girassol, amêndoa, cranberry e figo seco, uva passa, gengibre, cravo e canela em pó, s/ açúcar), ;433;52,1;12,4;22,5
C0077C;Graviola, <i>in natura</i>, <i>Psidium guajava</i> L., ;65;15,8;0,85;0,21
C0078C;Graviola, polpa, congelada, ;40;9,78;0,57;0,14
C0049L;Guaraná, em pó, ;377;71,6;16,5;2,76
C0876A;Guioza, caseiro, (farinha de trigo, água, repolho, lombo suíno, cebolinha, c/ óleo de soja, c/ óleo de gergelim, c/ sal), ;224;31;10,7;6,7
C0252T;Hómus, c/ grão de bico, s/ sal, (grão de bico, tahini (pasta de gergelim), azeite de oliva, salsinha e cebolinha, suco de limão, pimenta do reino, s/ sal), ;275;18;7,65;20,7
C0244T;Hambúrguer de grão de bico, grelhado, c/ azeite de oliva, c/ sal, (grão de bico, farinha de trigo, páprica, pimenta-do-reino, c/ azeite de oliva, cebola e alho, c/ sal), ;154;24;7,18;4,66
C0207T;Hambúrguer de soja, grelhado, c/ óleo de soja, c/ sal, (proteína texturarizada de soja (hidratada com caldo de legumes), farinha de rosca, farinha de trigo, ovo, salsinha e cebolinha, cebola e alho, pimenta-do-reino, c/ óleo de soja, c/ sal), ;212;26;22,1;3,18
C0177F;Hambúrguer, bovino, cru, ;187;4,08;14,5;12,6
C0726F;Hambúrguer, bovino, grelhado (c/ óleo de soja), c/ molho de tomate (tomate, c/ óleo, cebola e alho, c/ sal), ;181;10,4;10,9;11
C0885F;Hambúrguer, bovino, grelhado, à pizzaiolo (queijo muçarela, tomate, c/ molho de tomate (tomate, c/ óleo, cebola e alho), c/ orégano, c/ sal, ;199;9,93;12,6;12,2
C0178F;Hambúrguer, bovino, industrializado, frito, ;258;6,32;20;17
C0179F;Hambúrguer, bovino, industrializado, grelhado, ;210;11,3;13,2;12,4
C0173F;Hambúrguer, cru (média diferentes tipos de carne), ;216;4,12;15,6;15,2
C0175F;Hambúrguer, frango, cru, Sadia, ;218;4,92;14,1;15,8
C0176F;Hambúrguer, frango, cru, Seara, ;227;1,2;15;18
C0919F;Hambúrguer, industrializado, frango, grelhado, s/ óleo, ;228;10,5;13,6;14,7
C0033T;Hambúrguer, soja, s/ temperos, s/ sal, cru, <i>Glycine max</i> L., ;73;7,33;6,77;3,42
C0738A;Harumaki (rolinho primavera), camarão, frito, c/ sal, (massa com farinha trigo, recheado - camarão, requeijão, c/ cebola e alho, frito (c/ óleo de soja), c/ sal), ;302;16,4;11,1;21,5
C0739A;Harumaki (rolinho primavera), frutos do mar, frito, c/ sal, (massa com farinha trigo, recheado - camarão, lula e polvo, requeijão, c/ cebola e alho, frito (c/ óleo de soja), c/ sal), ;311;16,8;12,6;21,6
C0737A;Harumaki (rolinho primavera), peixe, frito, c/ sal, (massa com farinha trigo, recheado - pescada, requeijão, c/ cebola e alho, frito (c/ óleo de soja), c/ sal), ;318;16,4;11,8;22,9
C0799B;Hortelã, <i>in natura</i>, Mentha spicata, ;40;8,4;3,29;0,73
C0304E;Hot Filadélfia (Hot Roll), (arroz para sushi (c/ vinagre de arroz, açúcar e sal), salmão, cream cheese, alga nori, ovo, farinha de trigo, farinha de rosca, frito, c/ óleo de soja), ;273;27,8;9,04;14,8
C0345B;Inhame, c/ casca, cozido, drenado, c/ óleo de soja, c/ sal, Colocasia esculenta, ;129;19,4;2,17;5,11
C0347B;Inhame, s/ casca, assado, s/ óleo, c/ sal, Colocasia esculenta, ;92;21,2;2,38;0,15
C0346B;Inhame, s/ casca, assado, s/ óleo, s/ sal, Colocasia esculenta, ;93;21,3;2,39;0,15
C0344B;Inhame, s/ casca, cozido, drenado, c/ óleo de soja, s/ sal, Colocasia esculenta, ;130;19,5;2,18;5,13
C0343B;Inhame, s/ casca, cozido, drenado, s/ óleo, c/ sal, Colocasia esculenta, ;89;20,4;2,28;0,14
C0342B;Inhame, s/ casca, cozido, drenado, s/ óleo, s/ sal, Colocasia esculenta, ;89;20,5;2,29;0,14
C0025B;Inhame, s/ casca, cru, Colocasia esculenta, ;88;20,3;2,27;0,14
C0349B;Inhame, s/ casca, refogado (c/ óleo, cebola e alho), c/ sal, Colocasia esculenta, ;99;20,3;2,34;1,34
C0348B;Inhame, s/ casca, refogado (c/ óleo, cebola e alho), s/ sal, Colocasia esculenta, ;100;20,4;2,36;1,34
C0073N;Iogurte, frutas, diet, ;107;18,6;4,86;1,41
C0134G;Iogurte, grego, c/ frutas, integral, ;106;12,3;7,33;3
C0133G;Iogurte, grego, simples, integral, ;97;3,98;9;5
C0011G;Iogurte, integral (média de diferentes sabores), ;75;10,9;3,12;2,17
C0012G;Iogurte, integral, ameixa, ;67;10,2;2,99;1,63
C0013G;Iogurte, integral, coco, ;67;10,2;2,99;1,63
C0014G;Iogurte, integral, maçã, ;67;10,2;2,99;1,63
C0015G;Iogurte, integral, maracujá, ;67;10,2;2,99;1,63
C0017G;Iogurte, integral, morango, ;85;13,9;2,63;2,09
C0019G;Iogurte, integral, pêssego, ;67;9,43;2,53;2,34
C0018G;Iogurte, integral, polpa de fruta, morango, ;99;18;2,54;1,85
C0016G;Iogurte, integral, salada de frutas, ;67;10,2;2,99;1,63
C0020G;Iogurte, natural (média de diferentes amostras), ;57;4,76;4,02;2,43
C0110G;Iogurte, natural, c/ aveia, flocos, ;122;16,9;6,3;3,68
C0109G;Iogurte, natural, c/ granola, caseira (aveia em flocos, flocos de milho, semente de chia e linhaça, coco, mel, oleagionosas - noz, castanha de caju e Brasil, amêndoa e avelã, damasco seco, uva passa, c/ óleo de milho, c/ canela), ;128;16,2;5,35;4,96
C0116G;Iogurte, natural, c/ granola, caseira, simples (aveia em flocos, flocos de milho, semente de linhaça, castanha de caju e Brasil, damasco seco, uva passa e canela em pó), ;123;17;5,34;4,15
C0022G;Iogurte, natural, desnatado, ;48;7,04;4,04;0,42
C0112G;Iogurte, natural, desnatado, c/ aveia, flocos, ;115;18,7;6,31;2,07
C0111G;Iogurte, natural, desnatado, c/ granola, caseira (aveia em flocos, flocos de milho, semente de chia e linhaça, coco, mel, oleagionosas - noz, castanha de caju e Brasil, amêndoa e avelã, damasco seco, uva passa, c/ óleo de milho, c/ canela), ;121;18;5,37;3,35
C0117G;Iogurte, natural, desnatado, c/ granola, simples (aveia em flocos, flocos de milho, semente de linhaça, castanha de caju e Brasil, damasco seco, uva passa e canela em pó), ;116;18,8;5,36;2,54
C0023G;Iogurte, natural, desnatado, Vigor, ;55;8,3;4,24;0,52
C0021G;Iogurte, natural, Vigor, ;63;7,61;3,97;1,82
C0079C;Jabuticaba, <i>in natura</i>, <i>Myrciaria cauliflora</i> Berg., ;60;15,3;0,61;0,13
C0059C;Jaca, <i>in natura</i>, <i>Artocarpus integrifolia</i> L. f., ;93;22,5;1,4;0,26
C0080C;Jambo, <i>in natura</i>, <i>Eugenia malaccensis</i> L., ;20;6,49;0,89;0,07
C0715B;Jambu, cru, <i>Spilanthes oleracea</i> L., ;33;6,66;3,08;0,25
C0060C;Jamelão, <i>in natura</i>, <i>Syzygium cumini</i> Lamarck, ;42;10,6;0,55;0,11
C0145T;Jardineira de carne de soja, c/ sal, (proteína de soja texturizada (hidratada com caldo de legumes), batata, cenoura, ervilha em vagem, tomate, pimentão, cheiro verde, c/ óleo, cebola e alho, c/ sal), ;97;13;10,1;1,18
C0146T;Jardineira de carne de soja, s/ sal, (proteína de soja texturizada (hidratada com caldo de legumes), batata, cenoura, ervilha em vagem, tomate, pimentão, cheiro verde, c/ óleo, cebola e alho, s/ sal), ;97;13;10,1;1,18
C0488F;Jardineira de frango, c/ sal, (peito de frango, batata, cenoura, ervilha em vagem, c/ tomate, pimentão, salsa, cebolinha, c/ óleo, cebola e alho, c/ sal), ;101;3,97;15,6;2,77
C0722B;Jardineira de legumes, c/ carne bovina, / sal, (batata, cenoura e chuchu, c/ carne bovina, c/ tomate, pimentão, salsa, cebolinha, c/ óleo, cebola e alho, c/ sal), ;77;6,31;6,24;3,29
C0721B;Jardineira de legumes, c/ sal, (batata, cenoura e chuchu, c/ tomate, pimentão, salsa e cebolinha, c/ óleo, cebola e alho, c/ sal), ;44;7,77;1,06;1,34
C0282B;Jiló, c/ casca, assado, s/ óleo, c/ sal, Solanum gilo, ;28;7,71;1,75;0,27
C0281B;Jiló, c/ casca, assado, s/ óleo, s/ sal, Solanum gilo, ;28;7,74;1,75;0,28
C0280B;Jiló, c/ casca, cozido, drenado, c/ óleo de soja, c/ sal, Solanum gilo, ;48;7,23;1,64;2,64
C0279B;Jiló, c/ casca, cozido, drenado, c/ óleo de soja, s/ sal, Solanum gilo, ;48;7,25;1,64;2,65
C0278B;Jiló, c/ casca, cozido, drenado, s/ óleo, c/ sal, Solanum gilo, ;27;7,41;1,68;0,26
C0277B;Jiló, c/ casca, cozido, drenado, s/ óleo, s/ sal, Solanum gilo, ;27;7,43;1,68;0,26
C0026B;Jiló, c/ casca, cru, Solanum gilo, ;23;6,19;1,4;0,22
C0286B;Jiló, c/ casca, frito (c/ óleo de soja), c/ sal, Solanum gilo, ;262;7,71;1,75;26,2
C0285B;Jiló, c/ casca, frito (c/ óleo de soja), s/ sal, Solanum gilo, ;262;7,74;1,75;26,3
C0284B;Jiló, c/ casca, refogado (c/ óleo, cebola e alho), c/ sal, Solanum gilo, ;42;8,46;1,9;1,48
C0283B;Jiló, c/ casca, refogado (c/ óleo, cebola e alho), s/ sal, Solanum gilo, ;43;8,49;1,9;1,48
C0086B;Jurubeba, crua, Solanum spp., ;101;23,1;4,41;3,91
C0128G;Kefir, c/ leite de vaca integral, bebida fermentada brasileira, ;47;2,64;3,91;2,34
C0061C;Kiwi, <i>in natura</i>, Actinidia chinensis, ;59;12,7;1,25;1
C0471F;Lagarto recheado com calabresa, c/ sal, (carne, boi, lagarto, cozida, c/ linguiça calabresa, c/ molho de tomate (tomate, c/ óleo, cebola e alho), c/ sal), ;189;1,41;25;9,4
C0472F;Lagarto recheado com calabresa, s/ sal, (carne, boi, lagarto, cozida, c/ linguiça calabresa, c/ molho de tomate (tomate, c/ óleo, cebola e alho), s/ sal), ;190;1,44;25;9,43
C0469F;Lagarto recheado com cenoura, c/ sal, (carne, boi, lagarto, cozida, c/ cenoura, c/ molho de tomate (tomate, c/ óleo, cebola e alho), c/ sal), ;165;1,74;23,3;7,42
C0470F;Lagarto recheado com cenoura, s/ sal, (carne, boi, lagarto, cozida, c/ cenoura, c/ molho de tomate (tomate, c/ óleo, cebola e alho), s/ sal), ;166;1,77;23,3;7,45
C0563F;Lagarto recheado com presunto e queijo, (carne, boi, lagarto, cozida, c/ presunto e queijo, c/ molho de tomate (tomate, c/ óleo, cebola e alho), c/ sal), ;187;1,71;23,8;9,5
C0564F;Lagarto recheado com presunto e queijo, (carne, boi, lagarto, cozida, c/ presunto e queijo, c/ molho de tomate (tomate, c/ óleo, cebola e alho), s/ sal), ;187;1,74;23,8;9,52
C0053L;Lanche brasileiro (biscoito, doce, maisena, c/ café, infusão 10%, c/ açúcar), ;141;25,3;2,7;3,35
C0052L;Lanche brasileiro (bolo trigo, s/ cobertura e s/ recheio, c/ café, infusão 10%, c/ açúcar), ;141;19,9;2,48;5,79
C0056L;Lanche brasileiro (leite integral, c/ biscoito de maisena), ;140;19,4;4,2;5,13
C0055L;Lanche brasileiro (leite integral, c/ pão francês), ;112;16,7;4,55;3,16
C0054L;Lanche brasileiro (pão francês, c/ margarina, c/ sal, c/ café, infusão 10%, c/ açúcar), ;104;16,9;2,42;3,06
C0017C;Laranja, <i>in natura</i>, Citrus spp., ;45;10,8;0,9;0,24
C0018C;Laranja, Baía, <i>in natura</i>, Citrus sinensis, ;48;11,1;0,91;0,28
C0019C;Laranja, Lima, <i>in natura</i>, <i>Citrus sinensis</i> (L.) Osbeck, ;43;10,3;0,95;0,25
C0020C;Laranja, Pera, <i>in natura</i>, Citrus sinensis, ;37;8,63;0,87;0,21
C0021C;Laranja, Seleta, <i>in natura</i>, <i>Citrus aurantium</i> L., ;52;12,8;0,83;0,36
C1025B;Lasanha, abobrinha, c/ molho bolonhesa, caseira, c/ sal, (abobrinha grelhada, c/ queijo muçarela, c/ molho bolonhesa (carne moída - patinho, tomate, cebola, alho, c/ óleo de soja), c/ sal), ;102;5,28;7,86;6,02
C0682B;Lasanha, berinjela, c/ frios, caseira, c/ sal, (berinjela grelhada, c/ muçarela, presunto, c/ molho de tomate (tomate, c/ óleo, cebola e alho) c/ sal), ;92;4,78;6,79;5,62
C0683B;Lasanha, berinjela, c/ frios, caseira, s/ sal, (berinjela grelhada, c/ muçarela, presunto, c/ molho de tomate (tomate, c/ óleo, cebola e alho), s/ sal), ;93;4,8;6,82;5,64
C0684B;Lasanha, berinjela, c/ molho bolonhesa, caseira, c/ sal, (berinjela grelhada, c/ muçarela, c/ molho bolonhesa (carne bovina - patinho moído, tomate, cebola, alho, c/ óleo de soja), c/ sal), ;99;5,24;7,7;6
C0395A;Lasanha, bolonhesa, caseira, assada, (massa lasanha fresca, carne bovina moída acém, refogada, queijo muçarela, c/ molho branco, c/molho de tomate, c/ óleo, cebola e alho, c/ sal), ;184;16,4;11,5;8,43
