nome,categoria,porcao_g,kcal,prot_g,carb_g,gord_g,contexto_culinario,incompativel_com,velocidade_absorcao,preco
"Peixe, água salgada, merluza, assado/grelhado, s/ óleo, c/ sal, Merlucius hubbsi, ",Peixe,100.0,114,26.5,0.0,0.9,Almoço|Jantar,Café|Lanche|Lixo,Lenta,$$$
"Peixe, água salgada, merluza, cozido, ao c/ molho de tomate (tomate, c/ óleo, cebola e alho), s/ sal, Prochilodus spp., ",Peixe,100.0,93,16.4,0.4,3.0,Almoço|Jantar,Café|Lanche|Lixo,Lenta,$$$
"Peixe, água salgada, merluza, cozido, ao molho branco (farinha de trigo, manteiga e leite), s/ sal, Merlucius hubbsi, ",Peixe,100.0,113,17.1,1.5,4.3,Almoço|Jantar,Café|Lanche|Lixo,Lenta,$$$
"Peixe, água salgada, merluza, cozido, c/ molho branco (farinha de trigo, manteiga e leite), c/ sal, Merlucius hubbsi, ",Peixe,100.0,113,17.1,1.5,4.3,Almoço|Jantar,Café|Lanche|Lixo,Lenta,$$$
"Peixe, água salgada, merluza, cozido, c/ molho de tomate (tomate, c/ óleo, cebola e alho), c/ sal, Merlucius hubbsi, ",Peixe,100.0,93,16.4,0.0,3.0,Almoço|Jantar,Café|Lanche|Lixo,Lenta,$$$
"Peixe, água salgada, merluza, cozido, drenado, s/ óleo, c/ sal, Merlucius hubbsi, ",Peixe,100.0,101,19.9,0.0,2.4,Almoço|Jantar,Café|Lanche|Lixo,Lenta,$$$
"Peixe, água salgada, merluza, cozido, drenado, s/ óleo, s/ sal, Merlucius hubbsi, ",Peixe,100.0,102,20.0,0.0,2.4,Almoço|Jantar,Café|Lanche|Lixo,Lenta,$$$
"Peixe, água salgada, merluza, ensopado (c/ cebola, tomate e pimentão), c/ óleo, s/ sal, Merlucius hubbsi, ",Peixe,100.0,138,18.0,0.5,7.2,Almoço|Jantar,Café|Lanche|Lixo,Lenta,$$$
"Peixe, água salgada, merluza, ensopado (c/ cebola, tomate e pimentão),c/ óleo, c/ sal, Merlucius hubbsi, ",Peixe,100.0,138,18.0,0.0,7.2,Almoço|Jantar,Café|Lanche|Lixo,Lenta,$$$
"Peixe, água salgada, Merluza, filé, assado, s/ óleo, s/ sal, ",Peixe,100.0,117,26.6,0.5,0.9,Almoço|Jantar,Café|Lanche|Lixo,Lenta,$$$
"Peixe, água salgada, merluza, filé, cru, Merlucius hubbsi, ",Peixe,100.0,83,16.2,0.0,2.0,Almoço|Jantar,Café|Lanche|Lixo,Lenta,$$$
"Peixe, água salgada, Merluza, filé, frito, s/ sal, ",Peixe,100.0,184,26.8,0.0,8.5,Almoço|Jantar,Café|Lanche|Lixo,Lenta,$$$
"Peixe, água salgada, merluza, frito (c/ óleo de soja), s/ sal, Merlucius hubbsi, ",Peixe,100.0,130,16.6,0.0,7.0,Almoço|Jantar,Café|Lanche|Lixo,Lenta,$$$
"Peixe, água salgada, pescada branca, cru, ",Peixe,100.0,104,16.0,0.0,4.5,Almoço|Jantar,Café|Lanche|Lixo,Lenta,$$$
"Peixe, água salgada, pescada branca, frita, s/ sal, ",Peixe,100.0,218,27.4,0.6,11.8,Almoço|Jantar,Café|Lanche|Lixo,Lenta,$$$
"Peixe, água salgada, pescada, à milanesa (farinha de rosca e ovo), frito (c/ óleo de soja), s/ sal, Macrodon oncylodon, ",Peixe,100.0,286,21.9,14.9,15.7,Almoço|Jantar,Café|Lanche|Lixo,Lenta,$$$
"Peixe, água salgada, pescada, à milanesa (ovo e farinha de rosca), frito (c/ óleo de soja), c/ sal, Macrodon oncylodon, ",Peixe,100.0,286,21.9,14.9,15.7,Almoço|Jantar,Café|Lanche|Lixo,Lenta,$$$
"Peixe, água salgada, pescada, assado/grelhado, s/ óleo, c/ sal, Macrodon oncylodon, ",Peixe,100.0,133,21.5,0.0,5.2,Almoço|Jantar,Café|Lanche|Lixo,Lenta,$$$
"Peixe, água salgada, pescada, assado/grelhado, s/ óleo, s/ sal, Macrodon oncylodon, ",Peixe,100.0,133,21.6,0.0,5.2,Almoço|Jantar,Café|Lanche|Lixo,Lenta,$$$
"Peixe, água salgada, pescada, branca, à milanesa (farinha de rosca e ovo), frito (c/ óleo de soja), s/ sal, Cynoscion spp., ",Peixe,100.0,289,21.4,14.6,16.3,Almoço|Jantar,Café|Lanche|Lixo,Lenta,$$$
"Peixe, água salgada, pescada, branca, à milanesa (ovo e farinha de rosca), frito (c/ óleo de soja), c/ sal, Cynoscion spp., ",Peixe,100.0,289,21.4,14.6,16.3,Almoço|Jantar,Café|Lanche|Lixo,Lenta,$$$
"Peixe, água salgada, pescada, branca, assado/grelhado, c/ batata e vegetais - cebola, cenoura, abobrinha, tomate, c/ óleo, c/ sal, ",Peixe,100.0,128,14.6,2.8,6.5,Almoço|Jantar,Café|Lanche|Lixo,Lenta,$$$
"Peixe, água salgada, pescada, branca, assado/grelhado, c/ creme de leite, requeijão e cogumelo paris, c/ sal, ",Peixe,100.0,156,15.1,1.5,10.1,Almoço|Jantar,Café|Lanche|Lixo,Lenta,$$$
"Peixe, água salgada, pescada, branca, assado/grelhado, c/ manteiga e alcaparra, c/ sal, ",Peixe,100.0,163,19.1,0.2,9.5,Almoço|Jantar,Café|Lanche|Lixo,Lenta,$$$
"Peixe, água salgada, pescada, branca, assado/grelhado, c/ manteiga e cogumelos (paris, shiitake), c/ sal, ",Peixe,100.0,150,16.2,2.0,8.7,Almoço|Jantar,Café|Lanche|Lixo,Lenta,$$$
"Peixe, água salgada, pescada, branca, assado/grelhado, c/ molho de tomate (tomate, c/ óleo, cebola e alho) e frutos do mar (camarão, lula e mexilhão), c/ óleo, cebola e alho, c/ sal, ",Peixe,100.0,146,17.8,1.0,7.9,Almoço|Jantar,Café|Lanche|Lixo,Lenta,$$$
"Peixe, água salgada, pescada, branca, assado/grelhado, c/ molho tártaro (picles de pepino, maionese, mostarda, vinagre), c/ óleo, c/ sal, ",Peixe,100.0,155,16.4,1.2,9.5,Almoço|Jantar,Café|Lanche|Lixo,Lenta,$$$
"Peixe, água salgada, pescada, branca, assado/grelhado, c/ vegetais (cebola, cenoura, vagem, abobrinha), c/ óleo, c/ sal, ",Peixe,100.0,135,16.5,1.3,7.1,Almoço|Jantar,Café|Lanche|Lixo,Lenta,$$$
"Peixe, água salgada, pescada, branca, assado/grelhado, c/ vegetais (cebola, cenoura, vagem, abobrinha), c/ óleo, s/ sal, ",Peixe,100.0,134,16.6,1.1,7.2,Almoço|Jantar,Café|Lanche|Lixo,Lenta,$$$
"Peixe, água salgada, pescada, branca, assado/grelhado, recheado, c/ farofa de banana, c/ sal, ",Peixe,100.0,170,17.2,12.5,5.9,Almoço|Jantar,Café|Lanche|Lixo,Lenta,$$$
"Peixe, água salgada, pescada, branca, assado/grelhado, s/ óleo, c/ sal, Cynoscion spp., ",Peixe,100.0,138,21.0,0.0,5.9,Almoço|Jantar,Café|Lanche|Lixo,Lenta,$$$
"Peixe, água salgada, pescada, branca, assado/grelhado, s/ óleo, s/ sal, Cynoscion spp., ",Peixe,100.0,138,21.1,0.0,6.0,Almoço|Jantar,Café|Lanche|Lixo,Lenta,$$$
"Peixe, água salgada, pescada, branca, cozido, ao c/ molho de tomate (tomate, c/ óleo, cebola e alho), s/ sal, Cynoscion spp., ",Peixe,100.0,114,16.0,0.0,5.5,Almoço|Jantar,Café|Lanche|Lixo,Lenta,$$$
"Peixe, água salgada, pescada, branca, cozido, ao molho branco, s/ sal, Peixe, água salgada, pescada, branca, cozido, ao molho branco (farinha de trigo, manteiga e leite), s/ sal, Cynoscion spp., ",Peixe,100.0,136,16.8,1.9,6.8,Almoço|Jantar,Café|Lanche|Lixo,Lenta,$$$
"Peixe, água salgada, pescada, branca, cozido, c/ camarão, c/ molho de tomate (tomate, c/ óleo, cebola e alho), c/ sal, ",Peixe,100.0,113,16.2,1.1,4.9,Almoço|Jantar,Café|Lanche|Lixo,Lenta,$$$
"Peixe, água salgada, pescada, branca, cozido, c/ molho branco (farinha de trigo, manteiga e leite), c/ sal, Cynoscion spp., ",Peixe,100.0,136,16.8,1.9,6.8,Almoço|Jantar,Café|Lanche|Lixo,Lenta,$$$
"Peixe, água salgada, pescada, branca, cozido, c/ molho tomate (tomate, c/ óleo, cebola e alho), c/ sal, Cynoscion spp., ",Peixe,100.0,114,16.0,0.0,5.5,Almoço|Jantar,Café|Lanche|Lixo,Lenta,$$$
"Peixe, água salgada, pescada, branca, cozido, drenado, s/ óleo, c/ sal, Cynoscion spp., ",Peixe,100.0,128,19.5,0.0,5.5,Almoço|Jantar,Café|Lanche|Lixo,Lenta,$$$
"Peixe, água salgada, pescada, branca, cozido, drenado, s/ óleo, s/ sal, Cynoscion spp., ",Peixe,100.0,128,19.6,0.0,5.5,Almoço|Jantar,Café|Lanche|Lixo,Lenta,$$$
"Peixe, água salgada, pescada, branca, ensopado (c/ cebola, tomate e pimentão), c/ óleo, c/ sal, Cynoscion spp., ",Peixe,100.0,161,17.6,0.0,9.9,Almoço|Jantar,Café|Lanche|Lixo,Lenta,$$$
"Peixe, água salgada, pescada, branca, ensopado (c/ cebola, tomate e pimentão), c/ óleo, s/ sal, Cynoscion spp., ",Peixe,100.0,161,17.6,0.0,9.9,Almoço|Jantar,Café|Lanche|Lixo,Lenta,$$$
"Peixe, água salgada, pescada, branca, ensopado (c/ cebola, tomate e pimentão), c/ batata e legumes - cenoura, abobrinha, brócolis, c/ sal, ",Peixe,100.0,121,12.7,1.9,7.0,Almoço|Jantar,Café|Lanche|Lixo,Lenta,$$$
"Peixe, água salgada, pescada, branca, ensopado (c/ cebola, tomate e pimentão), c/ batata, c/ sal, ",Peixe,100.0,128,12.7,3.7,7.0,Almoço|Jantar,Café|Lanche|Lixo,Lenta,$$$
"Peixe, água salgada, pescada, branca, ensopado (c/ cebola, tomate e pimentão), c/ leite de coco, c/ sal, ",Peixe,100.0,163,14.3,0.5,11.5,Almoço|Jantar,Café|Lanche|Lixo,Lenta,$$$
"Peixe, água salgada, pescada, branca, frito (c/ óleo de soja), c/ sal, Cynoscion spp., ",Peixe,100.0,151,16.3,0.0,9.6,Almoço|Jantar,Café|Lanche|Lixo,Lenta,$$$
"Peixe, água salgada, pescada, branca, frito (c/ óleo de soja), s/ sal, Cynoscion spp., ",Peixe,100.0,151,16.3,0.0,9.6,Almoço|Jantar,Café|Lanche|Lixo,Lenta,$$$
"Peixe, água salgada, pescada, cozido, ao c/ molho de tomate (tomate, c/ óleo, cebola e alho), s/ sal, Macrodon oncylodon, ",Peixe,100.0,111,16.4,0.3,4.9,Almoço|Jantar,Café|Lanche|Lixo,Lenta,$$$
"Peixe, água salgada, pescada, cozido, ao molho branco (farinha de trigo, manteiga e leite), s/ sal, Macrodon oncylodon, ",Peixe,100.0,133,17.1,2.2,6.2,Almoço|Jantar,Café|Lanche|Lixo,Lenta,$$$
"Peixe, água salgada, pescada, cozido, c/ molho branco (farinha de trigo, manteiga e leite), c/ sal, Macrodon oncylodon, ",Peixe,100.0,133,17.1,2.2,6.2,Almoço|Jantar,Café|Lanche|Lixo,Lenta,$$$
"Peixe, água salgada, pescada, cozido, c/ molho de tomate (tomate, c/ óleo, cebola e alho), c/ sal, Macrodon oncylodon, ",Peixe,100.0,111,16.4,0.3,4.9,Almoço|Jantar,Café|Lanche|Lixo,Lenta,$$$
"Peixe, água salgada, pescada, cozido, drenado, s/ óleo, c/ sal, Macrodon oncylodon, ",Peixe,100.0,123,20.0,0.0,4.8,Almoço|Jantar,Café|Lanche|Lixo,Lenta,$$$
"Peixe, água salgada, pescada, cozido, drenado, s/ óleo, s/ sal, Macrodon oncylodon, ",Peixe,100.0,124,20.1,0.0,4.8,Almoço|Jantar,Café|Lanche|Lixo,Lenta,$$$
"Peixe, água salgada, pescada, ensopado (c/ cebola, tomate e pimentão), c/ óleo, c/ sal, Macrodon oncylodon, ",Peixe,100.0,157,18.0,0.3,9.3,Almoço|Jantar,Café|Lanche|Lixo,Lenta,$$$
"Peixe, água salgada, pescada, ensopado (c/ cebola, tomate e pimentão), c/ óleo, s/ sal, Macrodon oncylodon, ",Peixe,100.0,157,18.0,0.3,9.3,Almoço|Jantar,Café|Lanche|Lixo,Lenta,$$$
"Peixe, água salgada, pescada, filé empanado, frito, s/ sal, ",Peixe,100.0,278,21.4,5.0,19.1,Almoço|Jantar,Café|Lanche|Lixo,Lenta,$$$
"Peixe, água salgada, pescada, filé, cru, ",Peixe,100.0,102,16.4,0.0,4.0,Almoço|Jantar,Café|Lanche|Lixo,Lenta,$$$
"Peixe, água salgada, pescada, filé, escabeche (molho com vinagre, óleo e temperos), s/ sal, ",Peixe,100.0,138,11.8,5.0,8.0,Almoço|Jantar,Café|Lanche|Lixo,Lenta,$$$
"Peixe, água salgada, pescada, filé, frito, s/ sal, ",Peixe,100.0,146,28.4,0.0,3.6,Almoço|Jantar,Café|Lanche|Lixo,Lenta,$$$
"Peixe, água salgada, pescada, frito (c/ óleo de soja), c/ sal, Macrodon oncylodon, ",Peixe,100.0,148,16.7,0.0,9.0,Almoço|Jantar,Café|Lanche|Lixo,Lenta,$$$
"Peixe, água salgada, pescada, frito (c/ óleo de soja), s/ sal, Macrodon oncylodon, ",Peixe,100.0,148,16.7,0.0,9.0,Almoço|Jantar,Café|Lanche|Lixo,Lenta,$$$
"Peixe, água salgada, pescadinha, à milanesa (farinha de rosca e ovo), frito (c/ óleo de soja), s/ sal, Cynoscion striatus, ",Peixe,100.0,261,20.6,16.9,12.5,Almoço|Jantar,Café|Lanche|Lixo,Lenta,$$$
"Peixe, água salgada, pescadinha, à milanesa (ovo e farinha de risca), frito (c/ óleo de soja), c/ sal, Cynoscion striatus, ",Peixe,100.0,261,20.6,16.9,12.5,Almoço|Jantar,Café|Lanche|Lixo,Lenta,$$$
"Peixe, água salgada, pescadinha, assado/grelhado, s/ óleo, c/ sal, Cynoscion striatus, ",Peixe,100.0,93,20.0,0.0,1.5,Almoço|Jantar,Café|Lanche|Lixo,Lenta,$$$
"Peixe, água salgada, pescadinha, assado/grelhado, s/ óleo, s/ sal, Cynoscion striatus, ",Peixe,100.0,98,20.1,0.9,1.5,Almoço|Jantar,Café|Lanche|Lixo,Lenta,$$$
"Peixe, água salgada, pescadinha, cozido, ao c/ molho de tomate (tomate, c/ óleo, cebola e alho), s/ sal, Cynoscion striatus, ",Peixe,100.0,88,15.3,2.0,2.1,Almoço|Jantar,Café|Lanche|Lixo,Lenta,$$$
"Peixe, água salgada, pescadinha, cozido, ao molho branco (farinha de trigo, manteiga e leite), s/ sal, Cynoscion striatus, ",Peixe,100.0,111,16.0,4.0,3.4,Almoço|Jantar,Café|Lanche|Lixo,Lenta,$$$
"Peixe, água salgada, pescadinha, cozido, c/ molho branco (farinha de trigo, manteiga e leite), c/ sal, Cynoscion striatus, ",Peixe,100.0,111,16.0,4.0,3.4,Almoço|Jantar,Café|Lanche|Lixo,Lenta,$$$
"Peixe, água salgada, pescadinha, cozido, c/ molho de tomate (tomate, c/ óleo, cebola e alho), c/ sal, Cynoscion striatus, ",Peixe,100.0,88,15.3,2.0,2.1,Almoço|Jantar,Café|Lanche|Lixo,Lenta,$$$
"Peixe, água salgada, pescadinha, cozido, drenado, s/ óleo, c/ sal, Cynoscion striatus, ",Peixe,100.0,90,18.6,0.9,1.4,Almoço|Jantar,Café|Lanche|Lixo,Lenta,$$$
"Peixe, água salgada, pescadinha, cozido, drenado, s/ óleo, s/ sal, Cynoscion striatus, ",Peixe,100.0,91,18.6,0.9,1.4,Almoço|Jantar,Café|Lanche|Lixo,Lenta,$$$
"Peixe, água salgada, pescadinha, ensopado (c/ cebola, tomate e pimentão), c/ óleo, c/ sal, Cynoscion striatus, ",Peixe,100.0,131,16.8,2.3,6.3,Almoço|Jantar,Café|Lanche|Lixo,Lenta,$$$
"Peixe, água salgada, pescadinha, ensopado (c/ cebola, tomate e pimentão), c/ óleo, s/ sal, Cynoscion striatus, ",Peixe,100.0,131,16.8,2.3,6.3,Almoço|Jantar,Café|Lanche|Lixo,Lenta,$$$
"Peixe, água salgada, pescadinha, frito (c/ óleo de soja), c/ sal, Cynoscion striatus, ",Peixe,100.0,120,15.5,0.7,6.1,Almoço|Jantar,Café|Lanche|Lixo,Lenta,$$$
"Peixe, água salgada, pescadinha, frito (c/ óleo de soja), s/ sal, Cynoscion striatus, ",Peixe,100.0,120,15.5,0.7,6.1,Almoço|Jantar,Café|Lanche|Lixo,Lenta,$$$
"Peixe, água salgada, pescadinha/tortinha, cru, Isopisthus parvipinnis, ",Peixe,100.0,77,16.3,0.4,1.2,Almoço|Jantar,Café|Lanche|Lixo,Lenta,$$$
"Peixe, água salgada, porquinho, à milanesa (farinha de rosca e ovo), frito (c/ óleo de soja), s/ sal, Prochilodus spp., ",Peixe,100.0,267,25.1,15.3,12.0,Almoço|Jantar,Café|Lanche|Lixo,Lenta,$$$
"Peixe, água salgada, porquinho, à milanesa (ovo e farinha de rosca), frito (c/ óleo de soja), c/ sal, Prochilodus spp., ",Peixe,100.0,267,25.1,15.3,12.0,Almoço|Jantar,Café|Lanche|Lixo,Lenta,$$$
"Peixe, água salgada, porquinho, assado/grelhado, s/ óleo, c/ sal, Prochilodus spp., ",Peixe,100.0,109,25.3,0.0,0.8,Almoço|Jantar,Café|Lanche|Lixo,Lenta,$$$
"Peixe, água salgada, porquinho, assado/grelhado, s/ óleo, s/ sal, Prochilodus spp., ",Peixe,100.0,109,25.4,0.0,0.8,Almoço|Jantar,Café|Lanche|Lixo,Lenta,$$$
"Peixe, água salgada, porquinho, cozido, ao c/ molho de tomate (tomate, c/ óleo, cebola e alho), s/ sal, Prochilodus spp., ",Peixe,100.0,93,19.2,0.6,1.7,Almoço|Jantar,Café|Lanche|Lixo,Lenta,$$$
"Peixe, água salgada, porquinho, cozido, ao molho branco (farinha de trigo, manteiga e leite), s/ sal, Prochilodus spp., ",Peixe,100.0,117,19.9,2.5,3.0,Almoço|Jantar,Café|Lanche|Lixo,Lenta,$$$
"Peixe, água salgada, porquinho, cozido, c/ molho branco (farinha de trigo, manteiga e leite), c/ sal, Prochilodus spp., ",Peixe,100.0,117,19.9,2.5,3.0,Almoço|Jantar,Café|Lanche|Lixo,Lenta,$$$
"Peixe, água salgada, porquinho, cozido, c/ molho de tomate (tomate, c/ óleo, cebola e alho), c/ sal, Prochilodus spp., ",Peixe,100.0,93,19.2,0.6,1.7,Almoço|Jantar,Café|Lanche|Lixo,Lenta,$$$
"Peixe, água salgada, porquinho, cozido, drenado, s/ óleo, c/ sal, Prochilodus spp., ",Peixe,100.0,101,23.5,0.0,0.8,Almoço|Jantar,Café|Lanche|Lixo,Lenta,$$$
"Peixe, água salgada, porquinho, cozido, drenado, s/ óleo, s/ sal, Prochilodus spp., ",Peixe,100.0,101,23.6,0.0,0.8,Almoço|Jantar,Café|Lanche|Lixo,Lenta,$$$
"Peixe, água salgada, porquinho, cru, Balistes carolinensis, ",Peixe,100.0,84,19.4,0.0,0.7,Almoço|Jantar,Café|Lanche|Lixo,Lenta,$$$
"Peixe, água salgada, porquinho, ensopado (c/ cebola, tomate e pimentão), c/ óleo, c/ sal, Prochilodus spp., ",Peixe,100.0,138,21.1,0.7,5.8,Almoço|Jantar,Café|Lanche|Lixo,Lenta,$$$
"Peixe, água salgada, porquinho, ensopado (c/ cebola, tomate e pimentão), c/ óleo, s/ sal, Prochilodus spp., ",Peixe,100.0,138,21.1,0.7,5.8,Almoço|Jantar,Café|Lanche|Lixo,Lenta,$$$
"Peixe, água salgada, porquinho, frito (c/ óleo de soja), c/ sal, Prochilodus spp., ",Peixe,100.0,129,19.6,0.0,5.7,Almoço|Jantar,Café|Lanche|Lixo,Lenta,$$$
"Peixe, água salgada, porquinho, frito (c/ óleo de soja), s/ sal, Prochilodus spp., ",Peixe,100.0,129,19.6,0.0,5.7,Almoço|Jantar,Café|Lanche|Lixo,Lenta,$$$
"Peixe, água salgada, salmão, defumado, ",Peixe,100.0,112,18.3,0.0,4.3,Almoço|Jantar,Café|Lanche|Lixo,Lenta,$$$
"Peixe, água salgada, salmão, filé, c/ pele, fresco, grelhado, s/ óleo, s/ sal, ",Peixe,100.0,222,23.9,0.0,14.0,Almoço|Jantar,Café|Lanche|Lixo,Lenta,$$$
"Peixe, água salgada, salmão, filé, s/ pele, à milanesa (farinha de rosca e ovo), frito (c/ óleo de soja), s/ sal, <i>Salmo salar</i> L., ",Peixe,100.0,362,24.7,17.0,21.9,Almoço|Jantar,Café|Lanche|Lixo,Lenta,$$$
"Peixe, água salgada, salmão, filé, s/ pele, à milanesa (ovo e farinha de rosca), frito (c/ óleo de soja), c/ sal, <i>Salmo salar</i> L., ",Peixe,100.0,362,24.7,17.0,21.9,Almoço|Jantar,Café|Lanche|Lixo,Lenta,$$$
"Peixe, água salgada, salmão, filé, s/ pele, assado/grelhado, s/ óleo, c/ sal, <i>Salmo salar</i> L., ",Peixe,100.0,234,26.0,0.0,14.5,Almoço|Jantar,Café|Lanche|Lixo,Lenta,$$$
"Peixe, água salgada, salmão, filé, s/ pele, cozido, ao c/ molho de tomate (tomate, c/ óleo, cebola e alho), s/ sal, Merlucius hubbsi, ",Peixe,100.0,177,18.9,2.1,10.4,Almoço|Jantar,Café|Lanche|Lixo,Lenta,$$$
"Peixe, água salgada, salmão, filé, s/ pele, cozido, ao molho branco (farinha de trigo, manteiga e leite), s/ sal, <i>Salmo salar</i> L., ",Peixe,100.0,200,19.6,4.1,11.7,Almoço|Jantar,Café|Lanche|Lixo,Lenta,$$$
"Peixe, água salgada, salmão, filé, s/ pele, cozido, c/ molho branco (farinha de trigo, manteiga e leite), c/ sal, <i>Salmo salar</i> L., ",Peixe,100.0,200,19.6,4.1,11.7,Almoço|Jantar,Café|Lanche|Lixo,Lenta,$$$
"Peixe, água salgada, salmão, filé, s/ pele, cozido, c/ molho de tomate (tomate, c/ óleo, cebola e alho), c/ sal, <i>Salmo salar</i> L., ",Peixe,100.0,177,18.9,2.1,10.4,Almoço|Jantar,Café|Lanche|Lixo,Lenta,$$$
"Peixe, água salgada, salmão, filé, s/ pele, cozido, drenado, s/ óleo, c/ sal, <i>Salmo salar</i> L., ",Peixe,100.0,188,23.1,1.0,10.2,Almoço|Jantar,Café|Lanche|Lixo,Lenta,$$$
"Peixe, água salgada, salmão, filé, s/ pele, cozido, drenado, s/ óleo, s/ sal, <i>Salmo salar</i> L., ",Peixe,100.0,189,23.2,1.0,10.3,Almoço|Jantar,Café|Lanche|Lixo,Lenta,$$$
"Peixe, água salgada, salmão, filé, s/ pele, ensopado (c/ cebola, tomate e pimentão), c/ óleo, c/ sal, <i>Salmo salar</i> L., ",Peixe,100.0,230,20.8,2.4,15.3,Almoço|Jantar,Café|Lanche|Lixo,Lenta,$$$
"Peixe, água salgada, salmão, filé, s/ pele, ensopado (c/ cebola, tomate e pimentão), c/ óleo, s/ sal, <i>Salmo salar</i> L., ",Peixe,100.0,230,20.8,2.4,15.3,Almoço|Jantar,Café|Lanche|Lixo,Lenta,$$$
"Peixe, água salgada, salmão, filé, s/ pele, frito (c/ óleo de soja), c/ sal, <i>Salmo salar</i> L., ",Peixe,100.0,213,19.3,0.8,14.7,Almoço|Jantar,Café|Lanche|Lixo,Lenta,$$$
"Peixe, água salgada, salmão, filé, s/ pele, frito (c/ óleo de soja), s/ sal, <i>Salmo salar</i> L., ",Peixe,100.0,213,19.3,0.8,14.7,Almoço|Jantar,Café|Lanche|Lixo,Lenta,$$$
"Peixe, água salgada, salmão, s/ pele, fresco, cru, ",Peixe,100.0,168,19.3,0.8,9.7,Almoço|Jantar,Café|Lanche|Lixo,Lenta,$$$
"Peixe, água salgada, salmão, s/ pele, fresco, grelhado, s/ óleo, s/ sal, ",Peixe,100.0,235,26.1,0.0,14.5,Almoço|Jantar,Café|Lanche|Lixo,Lenta,$$$
"Peixe, água salgada, sardinha, assada, s/ óleo, s/ sal, ",Peixe,100.0,176,27.0,10.3,3.0,Almoço|Jantar,Café|Lanche|Lixo,Lenta,$$$
"Peixe, água salgada, sardinha, assado/grelhado, s/ óleo, c/ sal, Sardinella brasiliensis, ",Peixe,100.0,156,32.0,0.4,3.0,Almoço|Jantar,Café|Lanche|Lixo,Lenta,$$$
"Peixe, água salgada, sardinha, conserva, c/ molho de tomate, ",Peixe,100.0,212,24.8,0.2,12.4,Almoço|Jantar,Café|Lanche|Lixo,Lenta,$$$
"Peixe, água salgada, sardinha, filé, à milanesa (farinha de rosca e ovo), frito (c/ óleo de soja), s/ sal, Sardinella brasiliensis, ",Peixe,100.0,316,24.8,15.3,17.5,Almoço|Jantar,Café|Lanche|Lixo,Lenta,$$$
"Peixe, água salgada, sardinha, filé, à milanesa (ovo e farinha de rosca), frito (c/ óleo de soja), c/ sal, Sardinella brasiliensis, ",Peixe,100.0,316,24.8,15.3,17.5,Almoço|Jantar,Café|Lanche|Lixo,Lenta,$$$
"Peixe, água salgada, sardinha, filé, c/ cebola e louro, conserva, Coqueiro, ",Peixe,100.0,152,26.4,1.6,4.4,Almoço|Jantar,Café|Lanche|Lixo,Lenta,$$$
"Peixe, água salgada, sardinha, filé, conserva, c/ molho de tomate temperado, Coqueiro, ",Peixe,100.0,151,25.2,3.1,4.1,Almoço|Jantar,Café|Lanche|Lixo,Lenta,$$$
"Peixe, água salgada, sardinha, filé, conserva, em óleo, ",Peixe,100.0,277,18.1,0.0,22.8,Almoço|Jantar,Café|Lanche|Lixo,Lenta,$$$
"Peixe, água salgada, sardinha, filé, cozido, ao c/ molho de tomate (tomate, c/ óleo, cebola e alho), s/ sal, Sardinella brasiliensis, ",Peixe,100.0,136,18.9,0.6,6.5,Almoço|Jantar,Café|Lanche|Lixo,Lenta,$$$
"Peixe, água salgada, sardinha, filé, cozido, ao molho branco (farinha de trigo, manteiga e leite), s/ sal, Sardinella brasiliensis, ",Peixe,100.0,159,19.7,2.5,7.8,Almoço|Jantar,Café|Lanche|Lixo,Lenta,$$$
"Peixe, água salgada, sardinha, filé, cozido, c/ molho branco (farinha de trigo, manteiga e leite), c/ sal, Sardinella brasiliensis, ",Peixe,100.0,133,19.7,2.7,4.9,Almoço|Jantar,Café|Lanche|Lixo,Lenta,$$$
"Peixe, água salgada, sardinha, filé, cozido, c/ molho de tomate (tomate, c/ óleo, cebola e alho), c/ sal, Sardinella brasiliensis, ",Peixe,100.0,110,18.9,0.8,3.6,Almoço|Jantar,Café|Lanche|Lixo,Lenta,$$$
"Peixe, água salgada, sardinha, filé, cozido, drenado, s/ óleo, c/ sal, Sardinella brasiliensis, ",Peixe,100.0,121,23.1,0.0,3.2,Almoço|Jantar,Café|Lanche|Lixo,Lenta,$$$
"Peixe, água salgada, sardinha, filé, cozido, drenado, s/ óleo, s/ sal, Sardinella brasiliensis, ",Peixe,100.0,122,23.2,0.0,3.2,Almoço|Jantar,Café|Lanche|Lixo,Lenta,$$$
"Peixe, água salgada, sardinha, filé, cozido/30 min, s/ óleo, s/ sal, Sardinella brasiliensis, ",Peixe,100.0,144,27.3,1.9,3.1,Almoço|Jantar,Café|Lanche|Lixo,Lenta,$$$
"Peixe, água salgada, sardinha, filé, crua, ",Peixe,100.0,139,18.8,0.0,7.1,Almoço|Jantar,Café|Lanche|Lixo,Lenta,$$$
"Peixe, água salgada, sardinha, filé, ensopado (c/ cebola, tomate e pimentão), c/ óleo, c/ sal, Sardinella brasiliensis, ",Peixe,100.0,185,20.8,0.7,11.1,Almoço|Jantar,Café|Lanche|Lixo,Lenta,$$$
"Peixe, água salgada, sardinha, filé, ensopado (c/ cebola, tomate e pimentão), c/ óleo, s/ sal, Sardinella brasiliensis, ",Peixe,100.0,185,20.8,0.7,11.1,Almoço|Jantar,Café|Lanche|Lixo,Lenta,$$$
